no_kk,nik,nama,jenis_kelamin,tempat_tanggal_lahir,pekerjaan,agama,pendidikan,status,shdk,alamat,rt,rw
3505040000000063,3505000400000063,"Warga RT 04 No 63",Laki-laki,"Blitar, 2 Jan 1972",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000064,3505000400000064,"Warga RT 04 No 64",Perempuan,"Blitar, 17 Jan 1982",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000065,3505000400000065,"Warga RT 04 No 65",Laki-laki,"Blitar, 2 Jan 2005",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000066,3505000400000066,"Warga RT 04 No 66",Perempuan,"Blitar, 28 Jan 1960",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000067,3505000400000067,"Warga RT 04 No 67",Laki-laki,"Blitar, 1 Jan 2008",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000068,3505000400000068,"Warga RT 04 No 68",Perempuan,"Blitar, 23 Jan 2009",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000069,3505000400000069,"Warga RT 04 No 69",Laki-laki,"Blitar, 5 Jan 1982",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000070,3505000400000070,"Warga RT 04 No 70",Perempuan,"Blitar, 19 Jan 2000",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000071,3505000400000071,"Warga RT 04 No 71",Laki-laki,"Blitar, 25 Jan 1985",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000072,3505000400000072,"Warga RT 04 No 72",Perempuan,"Blitar, 23 Jan 1965",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000073,3505000400000073,"Warga RT 04 No 73",Laki-laki,"Blitar, 1 Jan 2005",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000074,3505000400000074,"Warga RT 04 No 74",Perempuan,"Blitar, 2 Jan 2002",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000075,3505000400000075,"Warga RT 04 No 75",Laki-laki,"Blitar, 14 Jan 1985",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000076,3505000400000076,"Warga RT 04 No 76",Perempuan,"Blitar, 5 Jan 2003",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000077,3505000400000077,"Warga RT 04 No 77",Laki-laki,"Blitar, 6 Jan 2004",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000078,3505000400000078,"Warga RT 04 No 78",Perempuan,"Blitar, 14 Jan 1991",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000079,3505000400000079,"Warga RT 04 No 79",Laki-laki,"Blitar, 28 Jan 1969",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000080,3505000400000080,"Warga RT 04 No 80",Perempuan,"Blitar, 1 Jan 1989",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000081,3505000400000081,"Warga RT 04 No 81",Laki-laki,"Blitar, 8 Jan 1987",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000082,3505000400000082,"Warga RT 04 No 82",Perempuan,"Blitar, 19 Jan 1970",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000083,3505000400000083,"Warga RT 04 No 83",Laki-laki,"Blitar, 23 Jan 1987",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000084,3505000400000084,"Warga RT 04 No 84",Perempuan,"Blitar, 10 Jan 1969",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000085,3505000400000085,"Warga RT 04 No 85",Laki-laki,"Blitar, 25 Jan 1980",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000086,3505000400000086,"Warga RT 04 No 86",Perempuan,"Blitar, 5 Jan 1975",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000087,3505000400000087,"Warga RT 04 No 87",Laki-laki,"Blitar, 22 Jan 1976",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000088,3505000400000088,"Warga RT 04 No 88",Perempuan,"Blitar, 10 Jan 1997",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000089,3505000400000089,"Warga RT 04 No 89",Laki-laki,"Blitar, 10 Jan 1987",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000090,3505000400000090,"Warga RT 04 No 90",Perempuan,"Blitar, 10 Jan 1965",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000091,3505000400000091,"Warga RT 04 No 91",Laki-laki,"Blitar, 26 Jan 2000",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000092,3505000400000092,"Warga RT 04 No 92",Perempuan,"Blitar, 2 Jan 2008",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000093,3505000400000093,"Warga RT 04 No 93",Laki-laki,"Blitar, 16 Jan 1996",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000094,3505000400000094,"Warga RT 04 No 94",Perempuan,"Blitar, 7 Jan 1953",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000095,3505000400000095,"Warga RT 04 No 95",Laki-laki,"Blitar, 6 Jan 1969",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000096,3505000400000096,"Warga RT 04 No 96",Perempuan,"Blitar, 13 Jan 1955",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000097,3505000400000097,"Warga RT 04 No 97",Laki-laki,"Blitar, 8 Jan 2005",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000098,3505000400000098,"Warga RT 04 No 98",Perempuan,"Blitar, 17 Jan 1964",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000099,3505000400000099,"Warga RT 04 No 99",Laki-laki,"Blitar, 3 Jan 1978",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000100,3505000400000100,"Warga RT 04 No 100",Perempuan,"Blitar, 6 Jan 1964",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000101,3505000400000101,"Warga RT 04 No 101",Laki-laki,"Blitar, 12 Jan 1961",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000102,3505000400000102,"Warga RT 04 No 102",Perempuan,"Blitar, 22 Jan 1950",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000103,3505000400000103,"Warga RT 04 No 103",Laki-laki,"Blitar, 22 Jan 1994",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000104,3505000400000104,"Warga RT 04 No 104",Perempuan,"Blitar, 20 Jan 1975",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000105,3505000400000105,"Warga RT 04 No 105",Laki-laki,"Blitar, 17 Jan 1976",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000106,3505000400000106,"Warga RT 04 No 106",Perempuan,"Blitar, 23 Jan 2006",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000107,3505000400000107,"Warga RT 04 No 107",Laki-laki,"Blitar, 2 Jan 1966",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000108,3505000400000108,"Warga RT 04 No 108",Perempuan,"Blitar, 14 Jan 1964",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000109,3505000400000109,"Warga RT 04 No 109",Laki-laki,"Blitar, 21 Jan 1981",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000110,3505000400000110,"Warga RT 04 No 110",Perempuan,"Blitar, 3 Jan 1994",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000111,3505000400000111,"Warga RT 04 No 111",Laki-laki,"Blitar, 17 Jan 1969",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000112,3505000400000112,"Warga RT 04 No 112",Perempuan,"Blitar, 16 Jan 1960",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000113,3505000400000113,"Warga RT 04 No 113",Laki-laki,"Blitar, 2 Jan 1983",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000114,3505000400000114,"Warga RT 04 No 114",Perempuan,"Blitar, 13 Jan 1991",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000115,3505000400000115,"Warga RT 04 No 115",Laki-laki,"Blitar, 16 Jan 1977",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000116,3505000400000116,"Warga RT 04 No 116",Perempuan,"Blitar, 1 Jan 1997",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000117,3505000400000117,"Warga RT 04 No 117",Laki-laki,"Blitar, 27 Jan 1987",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000118,3505000400000118,"Warga RT 04 No 118",Perempuan,"Blitar, 25 Jan 1989",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000119,3505000400000119,"Warga RT 04 No 119",Laki-laki,"Blitar, 11 Jan 1984",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000120,3505000400000120,"Warga RT 04 No 120",Perempuan,"Blitar, 18 Jan 1966",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000121,3505000400000121,"Warga RT 04 No 121",Laki-laki,"Blitar, 22 Jan 1982",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000122,3505000400000122,"Warga RT 04 No 122",Perempuan,"Blitar, 25 Jan 1962",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000123,3505000400000123,"Warga RT 04 No 123",Laki-laki,"Blitar, 2 Jan 1971",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000124,3505000400000124,"Warga RT 04 No 124",Perempuan,"Blitar, 25 Jan 1969",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000125,3505000400000125,"Warga RT 04 No 125",Laki-laki,"Blitar, 8 Jan 1954",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000126,3505000400000126,"Warga RT 04 No 126",Perempuan,"Blitar, 6 Jan 1982",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000127,3505000400000127,"Warga RT 04 No 127",Laki-laki,"Blitar, 26 Jan 1992",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000128,3505000400000128,"Warga RT 04 No 128",Perempuan,"Blitar, 21 Jan 1974",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000129,3505000400000129,"Warga RT 04 No 129",Laki-laki,"Blitar, 6 Jan 1970",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000130,3505000400000130,"Warga RT 04 No 130",Perempuan,"Blitar, 8 Jan 1997",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000131,3505000400000131,"Warga RT 04 No 131",Laki-laki,"Blitar, 4 Jan 1965",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000132,3505000400000132,"Warga RT 04 No 132",Perempuan,"Blitar, 9 Jan 2001",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000133,3505000400000133,"Warga RT 04 No 133",Laki-laki,"Blitar, 11 Jan 1969",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000134,3505000400000134,"Warga RT 04 No 134",Perempuan,"Blitar, 14 Jan 1954",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000135,3505000400000135,"Warga RT 04 No 135",Laki-laki,"Blitar, 3 Jan 2006",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000136,3505000400000136,"Warga RT 04 No 136",Perempuan,"Blitar, 7 Jan 1980",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000137,3505000400000137,"Warga RT 04 No 137",Laki-laki,"Blitar, 18 Jan 2003",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000138,3505000400000138,"Warga RT 04 No 138",Perempuan,"Blitar, 28 Jan 2000",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000139,3505000400000139,"Warga RT 04 No 139",Laki-laki,"Blitar, 10 Jan 1998",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000140,3505000400000140,"Warga RT 04 No 140",Perempuan,"Blitar, 16 Jan 1986",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000141,3505000400000141,"Warga RT 04 No 141",Laki-laki,"Blitar, 14 Jan 1963",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000142,3505000400000142,"Warga RT 04 No 142",Perempuan,"Blitar, 27 Jan 2006",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
